msme_id,period,return_type,turnover,tax_paid,filed_on_time,late_days
msme_chaiexpress_007,2025-05-01,GSTR-3B,2191186.84,262942.42,True,0
msme_chaiexpress_007,2025-06-01,GSTR-3B,1643440.99,197212.92,True,0
msme_chaiexpress_007,2025-07-01,GSTR-3B,2147760.13,257731.22,True,0
msme_chaiexpress_007,2025-08-01,GSTR-3B,2836306.61,340356.79,True,0
msme_chaiexpress_007,2025-09-01,GSTR-3B,1924904.56,230988.55,True,0
msme_chaiexpress_007,2025-10-01,GSTR-3B,1636790.74,196414.89,True,0
msme_chaiexpress_007,2025-11-01,GSTR-3B,2772061.84,332647.42,True,0
msme_chaiexpress_007,2025-12-01,GSTR-3B,2331720.39,279806.45,True,0
msme_chaiexpress_007,2026-01-01,GSTR-3B,3063571.08,367628.53,True,0
msme_chaiexpress_007,2026-02-01,GSTR-3B,2117866.71,254144.01,True,0
msme_chaiexpress_007,2026-03-01,GSTR-3B,2380983.34,285718.0,True,0
msme_chaiexpress_007,2026-04-01,GSTR-3B,3127056.04,375246.72,True,0
msme_chaiexpress_007,2026-05-01,GSTR-3B,2476187.8,297142.54,True,0
msme_chaiexpress_007,2026-06-01,GSTR-3B,4424146.4,530897.57,True,0
msme_elitemotors_006,2024-07-01,GSTR-3B,3767648.42,452117.81,True,0
msme_elitemotors_006,2024-08-01,GSTR-3B,3112330.33,373479.64,True,0
msme_elitemotors_006,2024-09-01,GSTR-3B,3394378.14,407325.38,True,0
msme_elitemotors_006,2024-10-01,GSTR-3B,3543005.8,425160.7,True,0
msme_elitemotors_006,2024-11-01,GSTR-3B,3235156.7,388218.8,True,0
msme_elitemotors_006,2024-12-01,GSTR-3B,3810785.77,457294.29,True,0
msme_elitemotors_006,2025-01-01,GSTR-3B,2979229.72,357507.57,True,0
msme_elitemotors_006,2025-02-01,GSTR-3B,3173890.72,380866.89,True,0
msme_elitemotors_006,2025-03-01,GSTR-3B,3259011.66,391081.4,True,0
msme_elitemotors_006,2025-04-01,GSTR-3B,3389288.86,406714.66,True,0
msme_elitemotors_006,2025-05-01,GSTR-3B,4006339.79,480760.77,True,0
msme_elitemotors_006,2025-06-01,GSTR-3B,3445527.05,413463.25,True,0
msme_elitemotors_006,2025-07-01,GSTR-3B,3227196.68,387263.6,True,0
msme_elitemotors_006,2025-08-01,GSTR-3B,3449471.32,413936.56,True,0
msme_elitemotors_006,2025-09-01,GSTR-3B,3080281.63,369633.8,True,0
msme_elitemotors_006,2025-10-01,GSTR-3B,3804575.93,456549.11,True,0
msme_elitemotors_006,2025-11-01,GSTR-3B,3949549.73,473945.97,True,0
msme_elitemotors_006,2025-12-01,GSTR-3B,4023036.92,482764.43,True,0
msme_elitemotors_006,2026-01-01,GSTR-3B,4028836.93,483460.43,True,0
msme_elitemotors_006,2026-02-01,GSTR-3B,3624446.56,434933.59,True,0
msme_elitemotors_006,2026-03-01,GSTR-3B,3802073.27,456248.79,True,0
msme_elitemotors_006,2026-04-01,GSTR-3B,4179912.03,501589.44,True,0
msme_elitemotors_006,2026-05-01,GSTR-3B,4208693.9,505043.27,True,0
msme_elitemotors_006,2026-06-01,GSTR-3B,4582058.79,549847.06,True,0
msme_goldenharvest_005,2024-07-01,GSTR-3B,377480.21,45297.63,False,3
msme_goldenharvest_005,2024-08-01,GSTR-3B,573837.93,68860.55,True,0
msme_goldenharvest_005,2024-09-01,GSTR-3B,409353.63,49122.44,True,0
msme_goldenharvest_005,2024-10-01,GSTR-3B,474388.48,56926.62,True,0
msme_goldenharvest_005,2024-11-01,GSTR-3B,257349.11,30881.89,True,0
msme_goldenharvest_005,2024-12-01,GSTR-3B,503445.4,60413.45,True,0
msme_goldenharvest_005,2025-01-01,GSTR-3B,143466.91,17216.03,True,0
msme_goldenharvest_005,2025-02-01,GSTR-3B,524973.62,62996.83,False,3
msme_goldenharvest_005,2025-03-01,GSTR-3B,560734.27,67288.11,True,0
msme_goldenharvest_005,2025-04-01,GSTR-3B,374936.38,44992.37,True,0
msme_goldenharvest_005,2025-05-01,GSTR-3B,523313.7,62797.64,True,0
msme_goldenharvest_005,2025-06-01,GSTR-3B,538617.38,64634.09,True,0
msme_goldenharvest_005,2025-07-01,GSTR-3B,448897.83,53867.74,True,0
msme_goldenharvest_005,2025-08-01,GSTR-3B,295991.23,35518.95,True,0
msme_goldenharvest_005,2025-09-01,GSTR-3B,790079.26,94809.51,False,22
msme_goldenharvest_005,2025-10-01,GSTR-3B,368295.5,44195.46,True,0
msme_goldenharvest_005,2025-11-01,GSTR-3B,767426.13,92091.14,True,0
msme_goldenharvest_005,2025-12-01,GSTR-3B,595411.03,71449.32,True,0
msme_goldenharvest_005,2026-01-01,GSTR-3B,514724.46,61766.94,False,33
msme_goldenharvest_005,2026-02-01,GSTR-3B,675318.63,81038.24,False,7
msme_goldenharvest_005,2026-03-01,GSTR-3B,768532.5,92223.9,False,39
msme_goldenharvest_005,2026-04-01,GSTR-3B,1166992.52,140039.1,True,0
msme_goldenharvest_005,2026-05-01,GSTR-3B,613566.7,73628.0,True,0
msme_goldenharvest_005,2026-06-01,GSTR-3B,665713.62,79885.63,False,26
msme_retailmart_004,2024-07-01,GSTR-3B,781467.86,93776.14,True,0
msme_retailmart_004,2024-08-01,GSTR-3B,1186390.89,142366.91,True,0
msme_retailmart_004,2024-09-01,GSTR-3B,1000236.47,120028.38,True,0
msme_retailmart_004,2024-10-01,GSTR-3B,1131694.03,135803.28,True,0
msme_retailmart_004,2024-11-01,GSTR-3B,1270021.73,152402.61,True,0
msme_retailmart_004,2024-12-01,GSTR-3B,1977782.42,237333.89,True,0
msme_retailmart_004,2025-01-01,GSTR-3B,1767923.21,212150.79,True,0
msme_retailmart_004,2025-02-01,GSTR-3B,1657664.31,198919.72,True,0
msme_retailmart_004,2025-03-01,GSTR-3B,1383956.72,166074.81,True,0
msme_retailmart_004,2025-04-01,GSTR-3B,1474133.8,176896.06,True,0
msme_retailmart_004,2025-05-01,GSTR-3B,1332265.92,159871.91,True,0
msme_retailmart_004,2025-06-01,GSTR-3B,1532932.2,183951.86,False,12
msme_retailmart_004,2025-07-01,GSTR-3B,1864025.22,223683.03,False,3
msme_retailmart_004,2025-08-01,GSTR-3B,1695923.07,203510.77,True,0
msme_retailmart_004,2025-09-01,GSTR-3B,1774178.27,212901.39,False,5
msme_retailmart_004,2025-10-01,GSTR-3B,1822242.41,218669.09,True,0
msme_retailmart_004,2025-11-01,GSTR-3B,2122754.32,254730.52,True,0
msme_retailmart_004,2025-12-01,GSTR-3B,1857522.77,222902.73,True,0
msme_retailmart_004,2026-01-01,GSTR-3B,2070306.94,248436.83,False,9
msme_retailmart_004,2026-02-01,GSTR-3B,2549991.64,305999.0,True,0
msme_retailmart_004,2026-03-01,GSTR-3B,1965164.12,235819.69,True,0
msme_retailmart_004,2026-04-01,GSTR-3B,2336125.45,280335.05,True,0
msme_retailmart_004,2026-05-01,GSTR-3B,2109440.41,253132.85,True,0
msme_retailmart_004,2026-06-01,GSTR-3B,1887627.92,226515.35,True,0
msme_sakhi_001,2024-07-01,GSTR-3B,1703156.56,204378.79,True,0
msme_sakhi_001,2024-08-01,GSTR-3B,1559163.7,187099.64,True,0
msme_sakhi_001,2024-09-01,GSTR-3B,1637404.5,196488.54,True,0
msme_sakhi_001,2024-10-01,GSTR-3B,1797663.19,215719.58,True,0
msme_sakhi_001,2024-11-01,GSTR-3B,1831672.86,219800.74,True,0
msme_sakhi_001,2024-12-01,GSTR-3B,1824729.58,218967.55,True,0
msme_sakhi_001,2025-01-01,GSTR-3B,1640107.14,196812.86,True,0
msme_sakhi_001,2025-02-01,GSTR-3B,1511736.38,181408.37,True,0
msme_sakhi_001,2025-03-01,GSTR-3B,1575920.96,189110.52,True,0
msme_sakhi_001,2025-04-01,GSTR-3B,1509338.85,181120.66,True,0
msme_sakhi_001,2025-05-01,GSTR-3B,1591751.57,191010.19,True,0
msme_sakhi_001,2025-06-01,GSTR-3B,1741371.7,208964.6,True,0
msme_sakhi_001,2025-07-01,GSTR-3B,1800170.0,216020.4,True,0
msme_sakhi_001,2025-08-01,GSTR-3B,1659773.23,199172.79,True,0
msme_sakhi_001,2025-09-01,GSTR-3B,1521050.03,182526.0,True,0
msme_sakhi_001,2025-10-01,GSTR-3B,1753748.7,210449.84,True,0
msme_sakhi_001,2025-11-01,GSTR-3B,2047705.56,245724.67,True,0
msme_sakhi_001,2025-12-01,GSTR-3B,1897650.91,227718.11,True,0
msme_sakhi_001,2026-01-01,GSTR-3B,1750593.37,210071.2,True,0
msme_sakhi_001,2026-02-01,GSTR-3B,1680934.27,201712.11,True,0
msme_sakhi_001,2026-03-01,GSTR-3B,1579298.39,189515.81,True,0
msme_sakhi_001,2026-04-01,GSTR-3B,1706002.52,204720.3,True,0
msme_sakhi_001,2026-05-01,GSTR-3B,1693888.97,203266.68,True,0
msme_sakhi_001,2026-06-01,GSTR-3B,1850280.95,222033.71,True,0
msme_techmart_003,2024-07-01,GSTR-3B,640455.24,76854.63,True,0
msme_techmart_003,2024-08-01,GSTR-3B,1329373.3,159524.8,True,0
msme_techmart_003,2024-09-01,GSTR-3B,881971.2,105836.54,True,0
msme_techmart_003,2024-10-01,GSTR-3B,1907630.43,228915.65,True,0
msme_techmart_003,2024-11-01,GSTR-3B,1355939.13,162712.7,True,0
msme_techmart_003,2024-12-01,GSTR-3B,640666.42,76879.97,True,0
msme_techmart_003,2025-01-01,GSTR-3B,1312574.78,157508.97,True,0
msme_techmart_003,2025-02-01,GSTR-3B,1022294.27,122675.31,True,0
msme_techmart_003,2025-03-01,GSTR-3B,1589165.85,190699.9,False,14
msme_techmart_003,2025-04-01,GSTR-3B,2343209.53,281185.14,False,8
msme_techmart_003,2025-05-01,GSTR-3B,1892148.95,227057.87,True,0
msme_techmart_003,2025-06-01,GSTR-3B,528362.63,63403.52,True,0
msme_techmart_003,2025-07-01,GSTR-3B,1226227.49,147147.3,False,6
msme_techmart_003,2025-08-01,GSTR-3B,2661135.43,319336.25,True,0
msme_techmart_003,2025-09-01,GSTR-3B,2589275.45,310713.05,True,0
msme_techmart_003,2025-10-01,GSTR-3B,2228018.12,267362.17,True,0
msme_techmart_003,2025-11-01,GSTR-3B,3444853.41,413382.41,True,0
msme_techmart_003,2025-12-01,GSTR-3B,3863894.44,463667.33,True,0
msme_techmart_003,2026-01-01,GSTR-3B,2692465.32,323095.84,True,0
msme_techmart_003,2026-02-01,GSTR-3B,4214229.17,505707.5,True,0
msme_techmart_003,2026-03-01,GSTR-3B,4345529.88,521463.59,False,12
msme_techmart_003,2026-04-01,GSTR-3B,3041291.04,364954.92,True,0
msme_techmart_003,2026-05-01,GSTR-3B,3649989.79,437998.78,True,0
msme_techmart_003,2026-06-01,GSTR-3B,5579492.63,669539.12,True,0
